line_no,classification,requirement_id,note
4640,nonoperative,,mitigation context
4642,structural_heading,,
4644,integrated,R-4394,
4645,integrated,R-4394,cont R-4394
4647,structural_heading,,
4649,integrated,R-4399,
4650,integrated,R-4399,cont R-4399
4652,structural_heading,,horizontal rule
4654,structural_heading,,
4656,structural_heading,,
4658,nonoperative,,
4659,nonoperative,,
4660,nonoperative,,
4662,structural_heading,,
4664,nonoperative,,outcome summary; enforced at acceptance
4665,nonoperative,,outcome summary; enforced at acceptance
4666,nonoperative,,outcome summary; enforced at acceptance
4667,nonoperative,,outcome summary; enforced at acceptance
4668,nonoperative,,
4669,nonoperative,,outcome summary; enforced at acceptance
4671,structural_heading,,
4673,integrated,R-4423,
4674,integrated,R-4424,
4675,integrated,R-4425,
4676,integrated,R-4426,
4678,structural_heading,,
4680,nonoperative,,prerequisite listing
4681,nonoperative,,prerequisite listing
4682,nonoperative,,prerequisite listing
4683,nonoperative,,prerequisite listing
4684,nonoperative,,prerequisite listing
4685,nonoperative,,prerequisite listing
4687,structural_heading,,
4689,nonoperative,,input listing
4690,nonoperative,,
4691,nonoperative,,
4692,integrated,R-4442,restriction: draft prose for audit/rewrite only
4693,nonoperative,,input listing
4694,nonoperative,,input listing
4695,nonoperative,,input listing
4697,structural_heading,,
4699,nonoperative,,
4701,structural_heading,,
4703,integrated,R-4453,
4704,integrated,R-4453,ordered step of R-4453
4705,integrated,R-4453,ordered step of R-4453
4706,integrated,R-4453,ordered step of R-4453
4707,integrated,R-4453,ordered step of R-4453
4708,integrated,R-4453,ordered step of R-4453
4709,integrated,R-4453,ordered step of R-4453
4710,integrated,R-4453,ordered step of R-4453
4711,integrated,R-4453,ordered step of R-4453
4712,integrated,R-4453,ordered step of R-4453
4713,integrated,R-4453,ordered step of R-4453
4715,integrated,R-4465,
4716,integrated,R-4466,
4717,integrated,R-4467,
4718,integrated,R-4468,
4719,integrated,R-4469,
4720,integrated,R-4470,
4721,integrated,R-4471,
4722,integrated,R-4472,
4724,integrated,R-4474,
4725,integrated,R-4475,
4726,integrated,R-4476,
4728,integrated,R-4478,
4729,integrated,R-4479,
4730,integrated,R-4479,cont R-4479
4731,integrated,R-4481,
4732,integrated,R-4482,
4734,integrated,R-4484,
4735,integrated,R-4485,
4736,integrated,R-4485,cont R-4485
4737,integrated,R-4485,cont R-4485
4738,integrated,R-4488,
4740,integrated,R-4490,
4741,integrated,R-4491,
4742,integrated,R-4492,
4743,integrated,R-4492,cont R-4492
4744,integrated,R-4494,
4745,integrated,R-4495,
4747,integrated,R-4497,
4748,integrated,R-4498,
4749,integrated,R-4499,
4750,integrated,R-4500,
4751,integrated,R-4500,cont R-4500
4752,integrated,R-4502,
4753,integrated,R-4502,cont R-4502
4754,integrated,R-4502,cont R-4502
4756,integrated,R-4506,
4757,integrated,R-4507,
4758,integrated,R-4508,
4760,integrated,R-4510,
4761,integrated,R-4511,
4762,integrated,R-4512,
4763,integrated,R-4512,cont R-4512
4765,integrated,R-4515,
4766,integrated,R-4516,
4767,integrated,R-4517,
4769,integrated,R-4519,
4770,integrated,R-4520,
4771,integrated,R-4521,
4772,integrated,R-4522,
4773,integrated,R-4523,
4775,integrated,R-4525,
4776,integrated,R-4526,
4777,integrated,R-4526,cont R-4526
4778,integrated,R-4528,
4779,integrated,R-4528,cont R-4528
4780,integrated,R-4528,cont R-4528
4782,integrated,R-4532,
4783,integrated,R-4533,
4784,integrated,R-4534,
4786,integrated,R-4536,
4787,integrated,R-4537,
4788,integrated,R-4538,
4789,integrated,R-4539,
4791,integrated,R-4541,
4792,integrated,R-4542,
4793,integrated,R-4543,
4794,integrated,R-4544,
4796,integrated,R-4546,
4797,integrated,R-4547,
4798,integrated,R-4547,cont R-4547
4799,integrated,R-4549,
4800,integrated,R-4549,cont R-4549
4801,integrated,R-4551,
4802,integrated,R-4551,cont R-4551
4803,integrated,R-4551,cont R-4551
4804,integrated,R-4551,cont R-4551
4805,integrated,R-4555,
4806,integrated,R-4555,cont R-4555
4807,integrated,R-4557,
4808,integrated,R-4557,cont R-4557
4810,structural_heading,,
4812,integrated,R-4562,
4813,integrated,R-4563,
4814,integrated,R-4564,
4815,integrated,R-4565,
4816,integrated,R-4566,
4817,integrated,R-4567,
4818,integrated,R-4568,
4819,integrated,R-4569,
4820,integrated,R-4570,
4822,structural_heading,,
4824,integrated,R-4574,
4825,integrated,R-4575,
4826,integrated,R-4576,
4827,integrated,R-4577,
4828,integrated,R-4578,
4829,integrated,R-4579,
4830,integrated,R-4580,
4832,structural_heading,,
4834,integrated,R-4584,
4835,integrated,R-4585,
4836,integrated,R-4586,
4837,integrated,R-4587,
4838,integrated,R-4588,
4840,structural_heading,,
4842,integrated,R-4592,
4843,integrated,R-4593,
4844,integrated,R-4594,
4845,integrated,R-4595,
4846,integrated,R-4596,
4847,integrated,R-4597,
4849,structural_heading,,
4851,integrated,R-4601,
4852,integrated,R-4602,
4853,integrated,R-4603,
4854,integrated,R-4604,
4855,integrated,R-4605,
4856,integrated,R-4606,
4857,integrated,R-4607,
4859,structural_heading,,
4861,integrated,R-4611,
4862,integrated,R-4611,cont R-4611
4864,structural_heading,,
4866,structural_heading,,table header
4867,structural_heading,,table separator
4868,nonoperative,,risk table row (context)
4869,nonoperative,,risk table row (context)
4870,nonoperative,,risk table row (context)
4871,nonoperative,,risk table row (context)
4872,nonoperative,,risk table row (context)
4874,structural_heading,,
4876,nonoperative,,assumption context
4877,nonoperative,,assumption context
4878,nonoperative,,assumption context
4880,structural_heading,,
4882,nonoperative,,mitigation context
4883,nonoperative,,mitigation context
4884,nonoperative,,mitigation context
4885,nonoperative,,mitigation context
4886,nonoperative,,mitigation context
4888,structural_heading,,
4890,integrated,R-4640,
4891,integrated,R-4640,cont R-4640
4893,structural_heading,,
4895,integrated,R-4645,
4896,integrated,R-4645,cont R-4645
4897,integrated,R-4645,cont R-4645
4899,structural_heading,,horizontal rule
4901,structural_heading,,
4903,structural_heading,,
4905,nonoperative,,
4906,nonoperative,,
4907,nonoperative,,
4909,structural_heading,,
4911,nonoperative,,outcome summary; enforced at acceptance
4912,nonoperative,,outcome summary; enforced at acceptance
4913,nonoperative,,outcome summary; enforced at acceptance
4914,nonoperative,,
4915,nonoperative,,outcome summary; enforced at acceptance
4916,nonoperative,,outcome summary; enforced at acceptance
4917,nonoperative,,outcome summary; enforced at acceptance
4919,structural_heading,,
4921,integrated,R-4671,
4922,integrated,R-4672,
4923,integrated,R-4673,
4924,integrated,R-4673,cont R-4673
4925,integrated,R-4673,cont R-4673
4926,integrated,R-4673,cont R-4673
4927,integrated,R-4677,
4929,structural_heading,,
4931,nonoperative,,prerequisite listing
4932,nonoperative,,prerequisite listing
4933,nonoperative,,prerequisite listing
4934,nonoperative,,prerequisite listing
4935,nonoperative,,prerequisite listing
4936,nonoperative,,prerequisite listing
4937,nonoperative,,prerequisite listing
4939,structural_heading,,
4941,nonoperative,,input listing
4942,nonoperative,,input listing
4943,nonoperative,,input listing
4944,nonoperative,,input listing
4945,nonoperative,,input listing
4946,nonoperative,,input listing
4948,structural_heading,,
4950,nonoperative,,
4952,structural_heading,,
4954,integrated,R-4704,
4955,integrated,R-4705,
4956,integrated,R-4705,cont R-4705
4958,integrated,R-4708,
4960,structural_heading,,code fence delimiter
4961,integrated,R-4708,command spec for R-4708
4962,structural_heading,,code fence delimiter
4964,integrated,R-4714,
4965,integrated,R-4715,
4966,integrated,R-4715,cont R-4715
4968,integrated,R-4718,
4970,structural_heading,,code fence delimiter
4971,integrated,R-4718,command spec for R-4718
4972,structural_heading,,code fence delimiter
4974,integrated,R-4724,
4975,integrated,R-4725,
4977,integrated,R-4727,
4979,structural_heading,,code fence delimiter
4980,integrated,R-4727,command spec for R-4727
4981,structural_heading,,code fence delimiter
4983,integrated,R-4733,
4984,integrated,R-4734,
4985,integrated,R-4734,cont R-4734
4986,integrated,R-4734,cont R-4734
4987,integrated,R-4734,cont R-4734
4989,integrated,R-4739,
4990,integrated,R-4740,
4991,integrated,R-4740,cont R-4740
4992,integrated,R-4742,
4994,integrated,R-4744,
4995,integrated,R-4745,
4996,integrated,R-4745,cont R-4745
4997,integrated,R-4745,cont R-4745
4998,integrated,R-4745,cont R-4745
4999,integrated,R-4745,cont R-4745
5000,integrated,R-4745,cont R-4745
5001,integrated,R-4745,cont R-4745
5002,integrated,R-4752,
5003,integrated,R-4752,cont R-4752
5004,integrated,R-4752,cont R-4752
5005,integrated,R-4755,
5006,integrated,R-4755,cont R-4755
5007,integrated,R-4755,cont R-4755
5009,integrated,R-4759,
5011,structural_heading,,code fence delimiter
5012,integrated,R-4759,command spec for R-4759
5013,structural_heading,,code fence delimiter
5015,integrated,R-4765,
5016,integrated,R-4765,cont R-4765
5017,integrated,R-4767,
5018,integrated,R-4768,
5019,integrated,R-4768,cont R-4768
5021,integrated,R-4771,
5023,structural_heading,,code fence delimiter
5024,integrated,R-4771,command spec for R-4771
5025,structural_heading,,code fence delimiter
5027,integrated,R-4777,
5028,integrated,R-4777,cont R-4777
5029,integrated,R-4779,
5031,integrated,R-4781,
5032,integrated,R-4782,
5033,integrated,R-4783,
5034,integrated,R-4783,cont R-4783
5035,integrated,R-4785,
5037,integrated,R-4787,
5038,integrated,R-4788,
5039,integrated,R-4789,
5040,integrated,R-4790,
5042,integrated,R-4792,
5043,integrated,R-4793,
5044,integrated,R-4794,
5045,integrated,R-4795,
5046,integrated,R-4796,
5048,integrated,R-4798,
5049,integrated,R-4799,
5050,integrated,R-4799,cont R-4799
5051,integrated,R-4801,
5052,integrated,R-4802,
5054,integrated,R-4804,
5055,integrated,R-4805,
5056,integrated,R-4805,cont R-4805
5057,integrated,R-4807,
5059,integrated,R-4809,
5060,integrated,R-4810,
5061,integrated,R-4811,
5062,integrated,R-4812,
5064,integrated,R-4814,
5065,integrated,R-4815,
5066,integrated,R-4816,
5067,integrated,R-4816,cont R-4816
5068,integrated,R-4818,
5070,integrated,R-4820,
5071,integrated,R-4821,
5072,integrated,R-4821,cont R-4821
5073,integrated,R-4823,
5074,integrated,R-4824,
5076,integrated,R-4826,
5077,integrated,R-4827,
5078,integrated,R-4827,cont R-4827
5079,integrated,R-4829,
5081,integrated,R-4831,
5082,integrated,R-4832,
5083,integrated,R-4833,
5084,integrated,R-4834,
5085,integrated,R-4834,cont R-4834
5087,integrated,R-4837,
5088,integrated,R-4838,
5089,integrated,R-4838,cont R-4838
5090,integrated,R-4840,
5092,integrated,R-4842,
5093,integrated,R-4843,
5094,integrated,R-4843,cont R-4843
5096,structural_heading,,
5098,integrated,R-4848,
5099,integrated,R-4848,cont R-4848
5100,integrated,R-4848,cont R-4848
5101,integrated,R-4848,cont R-4848
5102,integrated,R-4852,
5103,integrated,R-4853,
5104,integrated,R-4854,
5105,integrated,R-4854,cont R-4854
5106,integrated,R-4856,
5107,integrated,R-4857,
5108,integrated,R-4858,
5109,integrated,R-4859,
5110,integrated,R-4860,
5111,integrated,R-4861,
5112,integrated,R-4862,
5113,integrated,R-4863,
5115,structural_heading,,
5117,integrated,R-4867,
5118,integrated,R-4868,
5119,integrated,R-4869,
5120,integrated,R-4870,
5121,integrated,R-4871,
5122,integrated,R-4872,
5123,integrated,R-4873,
5124,integrated,R-4874,
5126,structural_heading,,
5128,integrated,R-4878,
5129,integrated,R-4879,
5130,integrated,R-4880,
5131,integrated,R-4880,cont R-4880
5132,integrated,R-4880,cont R-4880
5133,integrated,R-4880,cont R-4880
5134,integrated,R-4880,cont R-4880
5135,integrated,R-4885,
5136,integrated,R-4886,
5138,structural_heading,,
5140,integrated,R-4890,
5141,integrated,R-4891,
5142,integrated,R-4892,
5143,integrated,R-4893,
5144,integrated,R-4894,
5145,integrated,R-4895,
5146,integrated,R-4896,
5147,integrated,R-4897,
5149,structural_heading,,
5151,integrated,R-4901,
5152,integrated,R-4902,
5153,integrated,R-4903,
5154,integrated,R-4904,
5155,integrated,R-4905,
5156,integrated,R-4905,cont R-4905
5157,integrated,R-4907,
5158,integrated,R-4908,
5159,integrated,R-4909,
5161,structural_heading,,
5163,integrated,R-4913,
5164,integrated,R-4913,cont R-4913
5166,structural_heading,,
5168,structural_heading,,table header
5169,structural_heading,,table separator
5170,nonoperative,,risk table row (context)
5171,nonoperative,,risk table row (context)
5172,nonoperative,,risk table row (context)
5173,nonoperative,,risk table row (context)
5174,nonoperative,,risk table row (context)
5176,structural_heading,,
5178,nonoperative,,assumption context
5179,nonoperative,,assumption context
5180,nonoperative,,
5181,nonoperative,,assumption context
5183,structural_heading,,
5185,nonoperative,,mitigation context
5186,nonoperative,,mitigation context
5187,nonoperative,,mitigation context
5188,nonoperative,,mitigation context
5189,nonoperative,,mitigation context
5191,structural_heading,,
5193,integrated,R-4943,
5194,integrated,R-4943,cont R-4943
5196,structural_heading,,
5198,integrated,R-4948,
5199,integrated,R-4948,cont R-4948
5200,integrated,R-4948,cont R-4948
5201,integrated,R-4948,cont R-4948
5202,integrated,R-4948,cont R-4948
5203,integrated,R-4948,cont R-4948
5205,structural_heading,,horizontal rule
5207,structural_heading,,
5209,structural_heading,,
5211,nonoperative,,
5212,nonoperative,,
5213,nonoperative,,
5215,structural_heading,,
5217,nonoperative,,outcome summary; enforced at acceptance
5218,nonoperative,,outcome summary; enforced at acceptance
5219,nonoperative,,outcome summary; enforced at acceptance
5220,nonoperative,,outcome summary; enforced at acceptance
5221,nonoperative,,outcome summary; enforced at acceptance
5222,nonoperative,,outcome summary; enforced at acceptance
5224,structural_heading,,
5226,integrated,R-4976,
5227,integrated,R-4977,
5228,integrated,R-4978,
5229,integrated,R-4979,
5231,structural_heading,,
5233,nonoperative,,prerequisite listing
5234,nonoperative,,prerequisite listing
5235,nonoperative,,prerequisite listing
5236,nonoperative,,prerequisite listing
5238,structural_heading,,
5240,nonoperative,,input listing
5241,nonoperative,,input listing
5242,nonoperative,,input listing
5243,nonoperative,,input listing
5245,structural_heading,,
5247,nonoperative,,
5249,structural_heading,,
5251,integrated,R-5001,
5252,integrated,R-5002,
5253,integrated,R-5003,
5254,integrated,R-5004,
5255,integrated,R-5005,
5256,integrated,R-5006,
5257,integrated,R-5007,
5258,integrated,R-5008,
5260,integrated,R-5010,
5261,integrated,R-5011,
5262,integrated,R-5012,
5263,integrated,R-5013,
5264,integrated,R-5014,
5265,integrated,R-5015,
5266,integrated,R-5016,
5267,integrated,R-5017,
5269,integrated,R-5019,
5270,integrated,R-5020,
5271,integrated,R-5021,
5272,integrated,R-5022,
5273,integrated,R-5023,
5274,integrated,R-5024,
5275,integrated,R-5025,
5277,integrated,R-5027,
5278,integrated,R-5028,
5279,integrated,R-5029,
5280,integrated,R-5030,
5281,integrated,R-5031,
5282,integrated,R-5032,
5283,integrated,R-5136-CR0002,CR-0002: R4 review dimension exemplar parity; retitled by CR-0003 (three Section 8.7 exemplars); every unjustified deviation from registered conventions is a ticket
5284,integrated,,continuation of R-5136-CR0002
5285,integrated,,continuation of R-5136-CR0002
5286,integrated,,continuation of R-5136-CR0002
5288,integrated,R-5034,
5289,integrated,R-5035,
5290,integrated,R-5036,
5291,integrated,R-5037,
5292,integrated,R-5038,
5293,integrated,R-5039,
5294,integrated,R-5040,
5296,integrated,R-5042,
5297,integrated,R-5043,
5298,integrated,R-5044,
5299,integrated,R-5045,
5300,integrated,R-5046,
5301,integrated,R-5047,
5302,integrated,R-5048,
5304,integrated,R-5050,task continues past line 5050 (part4 range)
5305,integrated,R-5051,sub-rule of Phase 10 task 7 scoring
5306,integrated,R-5052,sub-rule of Phase 10 task 7 scoring
5308,integrated,R-5054,
5309,integrated,R-5055,
5310,integrated,R-5056,
5312,integrated,R-5058,
5313,integrated,R-5059,
5314,integrated,R-5060,
5315,integrated,R-5060,continuation of R-5060
5316,integrated,R-5062,
5317,integrated,R-5063,
5318,integrated,R-5064,
5320,integrated,R-5066,
5321,integrated,R-5067,
5322,integrated,R-5068,
5324,integrated,R-5070,
5325,integrated,R-5071,
5326,integrated,R-5072,
5328,integrated,R-5074,
5329,integrated,R-5075,
5330,integrated,R-5076,
5331,integrated,R-5077,
5332,integrated,R-5078,
